Lead Source,Total Time Spent on Website,Total Visits,Last Activity,Converted
Organic Search,2716,1,Other,0
Referral,4921,10,Email Opened,0
Google,815,15,Form Submitted,0
Direct Traffic,2326,15,Other,0
Google,2330,2,Email Opened,0
Organic Search,1002,14,Page Visited,0
Direct Traffic,1542,4,Email Opened,0
Google,4204,18,Other,0
Google,1229,9,Email Opened,1
Social Media,3305,2,Email Opened,1
Organic Search,2529,2,Page Visited,0
Social Media,1430,18,Email Opened,1
Direct Traffic,3912,17,Page Visited,0
Social Media,1532,9,Page Visited,0
Organic Search,1892,8,Email Opened,0
Referral,3124,2,Other,0
Referral,1421,2,Form Submitted,0
Direct Traffic,390,5,Email Opened,0
Referral,2818,12,Email Opened,1
Social Media,1869,16,Email Opened,1
Direct Traffic,2960,14,Form Submitted,1
Organic Search,1195,2,Form Submitted,1
Direct Traffic,2605,8,Page Visited,1
Direct Traffic,857,4,Form Submitted,0
Google,3227,9,Form Submitted,0
Google,1516,19,Email Opened,0
Direct Traffic,1153,2,Page Visited,0
Referral,842,16,Other,0
Google,1682,11,Page Visited,1
Organic Search,294,8,Form Submitted,1
Social Media,644,12,Form Submitted,0
Google,3633,3,Email Opened,0
Direct Traffic,2135,13,Other,1
Referral,110,2,Other,0
Social Media,583,13,Other,0
Google,3225,8,Form Submitted,1
Referral,1486,15,Form Submitted,1
Referral,4864,9,Page Visited,0
Referral,1648,11,Form Submitted,1
Direct Traffic,2381,3,Other,0
Organic Search,105,7,Other,0
Referral,3553,14,Other,0
Social Media,1694,15,Email Opened,0
Google,1733,9,Page Visited,0
Social Media,381,11,Page Visited,1
Direct Traffic,2736,7,Form Submitted,0
Direct Traffic,4356,12,Email Opened,0
Social Media,1316,19,Page Visited,0
Organic Search,2702,18,Email Opened,0
Direct Traffic,4915,13,Email Opened,1
Direct Traffic,4074,11,Form Submitted,0
Social Media,4804,1,Email Opened,0
Direct Traffic,906,6,Page Visited,0
Organic Search,662,2,Form Submitted,1
Organic Search,462,13,Page Visited,0
Organic Search,2902,13,Email Opened,0
Google,4680,19,Email Opened,1
Organic Search,942,9,Other,0
Organic Search,157,19,Form Submitted,0
Google,3309,1,Form Submitted,1
Referral,1326,8,Other,0
Direct Traffic,2717,14,Page Visited,1
Organic Search,2668,16,Page Visited,0
Direct Traffic,2568,4,Email Opened,0
Social Media,3392,18,Form Submitted,0
Direct Traffic,2106,14,Email Opened,1
Google,4799,9,Other,1
Direct Traffic,647,15,Email Opened,0
Direct Traffic,3322,3,Page Visited,0
Direct Traffic,2938,4,Page Visited,0
Referral,2483,18,Other,0
Referral,4241,14,Page Visited,0
Social Media,2906,15,Other,1
Google,3025,8,Form Submitted,1
Direct Traffic,1375,10,Other,1
Direct Traffic,1823,12,Other,0
Direct Traffic,244,9,Other,1
Direct Traffic,2348,8,Page Visited,1
Referral,867,17,Form Submitted,0
Social Media,2861,9,Email Opened,0
Organic Search,479,13,Form Submitted,0
Google,2462,14,Page Visited,0
Direct Traffic,1935,5,Form Submitted,1
Social Media,3373,9,Form Submitted,0
Organic Search,3021,16,Other,1
Social Media,3192,19,Other,0
Referral,87,7,Page Visited,1
Organic Search,1240,12,Other,1
Social Media,572,2,Page Visited,0
Referral,813,18,Email Opened,1
Social Media,178,18,Form Submitted,0
Social Media,1725,16,Email Opened,0
Organic Search,162,11,Email Opened,0
Referral,2640,2,Form Submitted,0
Direct Traffic,1005,14,Other,1
Google,2348,4,Email Opened,0
Organic Search,2421,7,Form Submitted,0
Referral,2755,2,Email Opened,1
Social Media,4298,14,Email Opened,0
Referral,4142,7,Form Submitted,0
Google,4558,9,Other,0
Google,3741,8,Page Visited,0
Direct Traffic,4503,9,Form Submitted,0
Direct Traffic,1217,7,Page Visited,0
Google,2474,19,Form Submitted,0
Organic Search,929,17,Form Submitted,0
Organic Search,316,13,Page Visited,0
Social Media,1502,11,Page Visited,1
Direct Traffic,420,18,Other,0
Social Media,4358,17,Form Submitted,1
Direct Traffic,1449,16,Form Submitted,1
Google,427,10,Form Submitted,1
Organic Search,396,4,Other,0
Organic Search,795,4,Page Visited,1
Google,106,11,Form Submitted,1
Social Media,4049,8,Page Visited,0
Social Media,97,9,Other,0
Referral,1903,16,Email Opened,0
Direct Traffic,3570,10,Page Visited,0
Social Media,3301,9,Other,0
Google,42,3,Email Opened,0
Social Media,1577,2,Form Submitted,0
Organic Search,4190,9,Form Submitted,1
Direct Traffic,4283,13,Page Visited,0
Referral,384,6,Email Opened,0
Direct Traffic,4914,4,Other,0
Organic Search,3471,14,Form Submitted,0
Organic Search,3577,11,Form Submitted,0
Organic Search,3238,2,Email Opened,1
Organic Search,1696,3,Other,0
Google,2134,5,Form Submitted,0
Referral,3892,7,Form Submitted,0
Organic Search,2536,11,Page Visited,1
Organic Search,4321,12,Other,1
Social Media,2392,11,Form Submitted,0
Referral,4613,19,Email Opened,0
Direct Traffic,3815,13,Form Submitted,1
Referral,295,4,Other,1
Referral,413,14,Page Visited,0
Referral,1995,12,Form Submitted,0
Organic Search,3,2,Email Opened,0
Organic Search,177,8,Form Submitted,0
Google,745,19,Email Opened,0
Direct Traffic,4354,13,Other,0
Social Media,651,1,Page Visited,0
Referral,3889,5,Other,0
Direct Traffic,3271,11,Form Submitted,1
Direct Traffic,2482,11,Form Submitted,1
Google,289,13,Page Visited,0
Social Media,802,2,Email Opened,1
Referral,2530,19,Other,0
Social Media,233,16,Email Opened,0
Google,407,5,Form Submitted,0
Organic Search,693,14,Email Opened,1
Direct Traffic,1169,19,Other,1
Referral,4657,5,Email Opened,1
Organic Search,2477,9,Form Submitted,0
Google,431,12,Other,1
Social Media,2544,16,Email Opened,1
Direct Traffic,982,19,Email Opened,0
Referral,3160,15,Other,1
Organic Search,3044,17,Form Submitted,0
Organic Search,4992,15,Other,1
Direct Traffic,3924,3,Form Submitted,0
Social Media,3312,17,Email Opened,0
Google,4873,13,Other,1
Social Media,4318,9,Form Submitted,0
Social Media,1688,13,Other,0
Social Media,467,16,Email Opened,0
Direct Traffic,2616,19,Other,1
Direct Traffic,1345,14,Email Opened,0
Google,2422,8,Email Opened,1
Social Media,4507,19,Email Opened,1
Direct Traffic,4721,3,Form Submitted,0
Google,1011,18,Form Submitted,0
Google,1677,16,Page Visited,0
Social Media,3697,14,Form Submitted,0
Referral,4897,16,Page Visited,0
Social Media,4066,17,Other,0
Referral,1892,11,Email Opened,0
Google,2869,13,Form Submitted,0
Direct Traffic,4350,11,Email Opened,1
Organic Search,1486,4,Page Visited,0
Google,3339,14,Form Submitted,1
Direct Traffic,1416,5,Form Submitted,0
Google,4857,4,Form Submitted,0
Social Media,2846,1,Form Submitted,0
Referral,1357,14,Email Opened,0
Google,4060,7,Form Submitted,1
Direct Traffic,4660,10,Page Visited,0
Social Media,1391,2,Form Submitted,0
Organic Search,1578,10,Page Visited,0
Social Media,3749,3,Page Visited,0
Referral,3625,8,Email Opened,0
Social Media,2503,10,Form Submitted,0
Organic Search,3137,8,Page Visited,0
Direct Traffic,2909,14,Form Submitted,0
Google,2664,18,Email Opened,0
Referral,399,9,Email Opened,1
Organic Search,4382,9,Form Submitted,0
Referral,3957,4,Page Visited,0
Social Media,2233,3,Other,0
Referral,1539,14,Other,0
Organic Search,236,14,Email Opened,0
Google,4910,16,Page Visited,0
Google,927,5,Other,0
Referral,4509,15,Page Visited,0
Direct Traffic,419,9,Form Submitted,1
Referral,4124,7,Email Opened,1
Social Media,2395,13,Form Submitted,0
Google,660,8,Form Submitted,0
Google,2623,12,Form Submitted,0
Google,3950,4,Page Visited,1
Direct Traffic,449,16,Other,1
Direct Traffic,379,6,Form Submitted,0
Organic Search,1250,5,Email Opened,0
Referral,2459,1,Page Visited,1
Referral,2998,14,Other,1
Social Media,4451,9,Form Submitted,0
Google,2301,18,Email Opened,0
Direct Traffic,726,6,Form Submitted,0
Social Media,1467,15,Other,0
Social Media,2728,16,Other,0
Direct Traffic,3152,8,Form Submitted,0
Referral,3520,19,Form Submitted,1
Google,4905,5,Page Visited,1
Referral,3354,14,Other,1
Social Media,415,7,Other,0
Google,599,4,Form Submitted,0
Organic Search,3074,1,Email Opened,0
Social Media,4174,4,Form Submitted,0
Referral,1567,14,Form Submitted,0
Referral,1094,16,Other,0
Referral,2943,7,Page Visited,0
Direct Traffic,4153,10,Form Submitted,0
Social Media,1447,10,Email Opened,0
Google,1492,4,Email Opened,0
Referral,2671,12,Form Submitted,0
Referral,1458,6,Email Opened,1
Direct Traffic,1208,13,Email Opened,0
Google,4934,1,Form Submitted,0
Social Media,2212,8,Email Opened,0
Organic Search,1354,16,Email Opened,1
Direct Traffic,212,5,Form Submitted,0
Social Media,3894,7,Other,1
Organic Search,4602,3,Page Visited,0
Referral,2963,2,Page Visited,0
Referral,2848,2,Other,1
Google,3042,10,Form Submitted,0
Organic Search,3034,9,Other,0
Referral,1732,18,Page Visited,0
Referral,3081,6,Page Visited,0
Google,1270,6,Page Visited,0
Social Media,4868,10,Page Visited,0
Referral,1529,9,Form Submitted,0
Direct Traffic,1081,9,Page Visited,1
Direct Traffic,3531,3,Page Visited,0
Social Media,1151,12,Form Submitted,0
Organic Search,1722,11,Other,0
Google,716,14,Form Submitted,0
Direct Traffic,4199,19,Page Visited,0
Direct Traffic,2190,10,Email Opened,0
Social Media,204,19,Form Submitted,1
Organic Search,3829,5,Form Submitted,0
Organic Search,3109,9,Other,0
Social Media,4094,1,Page Visited,0
Direct Traffic,1332,15,Email Opened,0
Google,2048,4,Form Submitted,1
Direct Traffic,1849,7,Form Submitted,0
Organic Search,4842,6,Form Submitted,0
Direct Traffic,1237,15,Email Opened,1
Google,2018,6,Form Submitted,1
Referral,517,7,Form Submitted,0
Direct Traffic,1438,3,Email Opened,1
Social Media,4086,13,Form Submitted,0
Referral,2052,2,Email Opened,0
Social Media,4368,3,Other,0
Social Media,4517,13,Email Opened,0
Social Media,2312,9,Other,0
Direct Traffic,2259,19,Email Opened,0
Organic Search,3149,18,Page Visited,0
Referral,781,5,Form Submitted,0
Google,2713,10,Other,0
Organic Search,1244,14,Form Submitted,1
Direct Traffic,2416,17,Form Submitted,0
Social Media,975,3,Email Opened,0
Google,3491,7,Page Visited,0
Referral,3425,9,Email Opened,0
Organic Search,416,5,Form Submitted,0
Organic Search,214,4,Email Opened,1
Google,3978,3,Other,0
Direct Traffic,1135,13,Page Visited,1
Referral,3775,9,Form Submitted,0
Google,1582,7,Email Opened,1
Social Media,4523,8,Other,0
Referral,732,10,Page Visited,1
Organic Search,2746,1,Email Opened,0
Google,2263,1,Email Opened,0
Organic Search,4508,19,Form Submitted,0
Organic Search,3804,2,Other,0
Organic Search,2427,12,Page Visited,0
Direct Traffic,231,13,Email Opened,0
Organic Search,4930,14,Page Visited,1
Social Media,4353,5,Other,0
Social Media,402,3,Form Submitted,0
Referral,4865,17,Form Submitted,0
Organic Search,64,1,Form Submitted,0
Organic Search,2237,14,Page Visited,0
Google,949,6,Page Visited,0
Direct Traffic,172,17,Email Opened,0
Referral,2675,4,Other,0
Organic Search,1250,6,Other,0
Google,3048,1,Other,1
Direct Traffic,4005,9,Page Visited,0
Referral,637,4,Form Submitted,0
Referral,948,9,Other,0
Organic Search,2260,9,Email Opened,0
Referral,1694,13,Page Visited,0
Google,4847,17,Form Submitted,1
Referral,4757,3,Other,1
Social Media,142,6,Form Submitted,0
Google,4581,15,Email Opened,0
Direct Traffic,1460,14,Other,1
Direct Traffic,3887,13,Other,0
Organic Search,292,9,Form Submitted,0
Organic Search,1643,15,Page Visited,0
Social Media,2718,14,Form Submitted,0
Direct Traffic,837,4,Email Opened,1
Direct Traffic,1037,11,Form Submitted,1
Direct Traffic,271,2,Form Submitted,0
Direct Traffic,1958,16,Other,1
Referral,2369,19,Page Visited,0
Google,805,16,Page Visited,1
Google,3174,7,Page Visited,0
Social Media,882,11,Page Visited,0
Referral,831,12,Form Submitted,0
Direct Traffic,3171,4,Other,0
Direct Traffic,2191,16,Other,0
Organic Search,2040,16,Page Visited,0
Organic Search,1594,7,Form Submitted,1
Social Media,1626,13,Page Visited,1
Direct Traffic,3584,5,Page Visited,0
Social Media,273,1,Other,1
Referral,589,5,Other,1
Google,2700,14,Page Visited,0
Direct Traffic,582,11,Form Submitted,0
Referral,3633,2,Page Visited,1
Direct Traffic,1990,18,Other,0
Organic Search,1258,15,Other,0
Social Media,2866,14,Form Submitted,0
Organic Search,3738,13,Page Visited,0
Google,571,2,Page Visited,1
Organic Search,544,19,Email Opened,0
Direct Traffic,4222,8,Page Visited,1
Organic Search,4828,17,Form Submitted,1
Direct Traffic,4512,15,Other,0
Google,637,14,Email Opened,1
Organic Search,40,3,Form Submitted,0
Social Media,4882,17,Form Submitted,0
Social Media,4392,3,Email Opened,1
Social Media,1620,13,Page Visited,0
Organic Search,3672,18,Email Opened,1
Organic Search,4137,1,Form Submitted,0
Organic Search,4128,7,Page Visited,1
Direct Traffic,1299,5,Other,0
Google,4711,2,Email Opened,0
Social Media,159,17,Form Submitted,0
Direct Traffic,1952,10,Page Visited,0
Social Media,1731,4,Form Submitted,0
Direct Traffic,2446,9,Page Visited,0
Organic Search,3162,11,Page Visited,0
Social Media,1732,12,Email Opened,0
Organic Search,580,12,Other,0
Social Media,219,18,Page Visited,0
Referral,4474,4,Form Submitted,1
Direct Traffic,1749,9,Page Visited,1
Referral,1470,8,Other,0
Direct Traffic,4328,19,Form Submitted,0
Google,1394,13,Page Visited,0
Social Media,921,2,Page Visited,0
Google,2773,19,Email Opened,0
Google,4462,14,Other,0
Direct Traffic,4576,5,Page Visited,0
Referral,3434,10,Other,0
Organic Search,3582,17,Page Visited,0
Direct Traffic,1118,16,Form Submitted,0
Organic Search,1865,17,Other,1
Google,4311,1,Form Submitted,1
Organic Search,724,15,Other,1
Referral,711,17,Form Submitted,0
Direct Traffic,1825,11,Page Visited,0
Referral,3926,5,Form Submitted,0
Referral,390,4,Form Submitted,0
Direct Traffic,1070,9,Page Visited,0
Referral,4487,16,Other,1
Social Media,2765,12,Form Submitted,1
Social Media,4480,18,Email Opened,1
Social Media,2428,3,Email Opened,1
Organic Search,4494,15,Form Submitted,0
Referral,2147,18,Form Submitted,1
Direct Traffic,3572,12,Form Submitted,1
Direct Traffic,4478,13,Other,0
Organic Search,2754,1,Page Visited,0
Direct Traffic,3263,4,Email Opened,0
Social Media,3825,8,Email Opened,0
Referral,3416,19,Other,0
Direct Traffic,2057,5,Form Submitted,1
Direct Traffic,2311,11,Form Submitted,0
Google,2879,17,Page Visited,0
Google,3642,17,Page Visited,0
Google,2609,2,Email Opened,0
Referral,1430,1,Page Visited,0
Social Media,1913,4,Email Opened,1
Social Media,757,9,Other,0
Social Media,2134,2,Form Submitted,1
Referral,1912,3,Form Submitted,0
Referral,1739,6,Email Opened,0
Google,3217,13,Form Submitted,1
Direct Traffic,4756,15,Other,1
Organic Search,1134,11,Page Visited,0
Organic Search,3712,10,Other,1
Direct Traffic,764,3,Form Submitted,0
Google,2725,9,Other,0
Direct Traffic,3368,10,Form Submitted,0
Direct Traffic,3497,12,Email Opened,0
Organic Search,1672,8,Page Visited,0
Google,3405,17,Page Visited,0
Referral,582,5,Form Submitted,0
Organic Search,4766,8,Form Submitted,0
Referral,4633,18,Page Visited,0
Google,1821,11,Other,1
Direct Traffic,1185,10,Other,0
Social Media,4525,15,Other,0
Social Media,1637,6,Page Visited,1
Google,2180,19,Email Opened,0
Social Media,188,17,Form Submitted,0
Referral,1746,10,Form Submitted,0
Social Media,3826,5,Page Visited,0
Google,2620,16,Email Opened,0
Google,3945,12,Page Visited,1
Referral,2326,5,Other,0
Social Media,1184,1,Other,0
Social Media,2793,2,Form Submitted,0
Direct Traffic,2946,5,Form Submitted,0
Organic Search,2500,19,Form Submitted,1
Google,4946,15,Form Submitted,1
Direct Traffic,169,1,Other,0
Google,4925,11,Other,1
Direct Traffic,2745,18,Email Opened,1
Organic Search,1080,3,Form Submitted,0
Direct Traffic,1263,9,Page Visited,1
Google,4864,4,Email Opened,1
Social Media,4453,13,Email Opened,0
Google,2248,9,Other,0
Referral,3908,3,Form Submitted,1
Referral,1325,16,Email Opened,0
Referral,3177,8,Form Submitted,1
Referral,3873,7,Other,0
Organic Search,2148,17,Email Opened,0
Social Media,1688,16,Email Opened,0
Social Media,2985,18,Page Visited,0
Google,2076,16,Other,0
Direct Traffic,1529,15,Page Visited,1
Google,1461,2,Other,0
Google,1402,4,Page Visited,0
Google,72,5,Other,0
Google,4349,7,Other,0
Social Media,4034,15,Email Opened,1
Direct Traffic,4611,17,Page Visited,1
Google,2796,10,Page Visited,0
Social Media,4516,9,Page Visited,0
Google,2493,16,Email Opened,0
Referral,4974,3,Form Submitted,0
Google,4231,9,Other,1
Google,3576,8,Page Visited,0
Organic Search,32,7,Other,0
Referral,2694,17,Email Opened,0
Direct Traffic,4373,5,Other,1
Google,4845,7,Email Opened,1
Direct Traffic,3598,13,Form Submitted,1
Referral,2392,18,Page Visited,1
Google,4112,14,Email Opened,1
Organic Search,2871,18,Other,1
Social Media,2677,3,Email Opened,1
Organic Search,1401,17,Email Opened,1
Organic Search,817,19,Form Submitted,0
Social Media,1660,7,Page Visited,0
Social Media,4562,4,Email Opened,0
Social Media,4723,15,Email Opened,0
Google,2438,8,Other,1
Direct Traffic,2983,16,Email Opened,1
Direct Traffic,1210,1,Email Opened,0
Social Media,599,16,Page Visited,0
Organic Search,1846,2,Page Visited,1
Referral,1855,2,Other,0
Social Media,1887,8,Email Opened,0
Organic Search,679,12,Email Opened,1
Organic Search,3252,11,Email Opened,0
Google,1835,6,Form Submitted,0
Google,4030,19,Form Submitted,0
Direct Traffic,2177,18,Other,0
Direct Traffic,148,5,Form Submitted,0
Referral,1495,15,Other,0
Referral,4913,8,Email Opened,0
Referral,1744,6,Form Submitted,0
Referral,1646,12,Page Visited,1
Organic Search,2995,19,Form Submitted,0
Organic Search,1672,12,Email Opened,0
Direct Traffic,1939,12,Page Visited,0
Google,657,9,Other,0
Google,3667,10,Email Opened,0
Social Media,1053,17,Page Visited,0
Organic Search,4071,18,Form Submitted,1
Referral,576,16,Other,1
Referral,3095,4,Form Submitted,0
Social Media,3031,18,Page Visited,0
Google,4818,3,Page Visited,0
Referral,4779,16,Email Opened,0
Google,4837,14,Other,1
Social Media,2972,9,Other,0
Google,3948,6,Page Visited,1
Google,2045,4,Email Opened,1
Google,3936,2,Page Visited,0
Referral,2948,10,Page Visited,0
Direct Traffic,1627,11,Other,0
Organic Search,1488,7,Form Submitted,0
Google,4145,5,Form Submitted,1
Google,4198,4,Other,0
Google,4463,6,Email Opened,0
Direct Traffic,935,2,Other,1
Social Media,3563,2,Email Opened,0
Referral,3629,16,Other,0
Direct Traffic,1714,13,Email Opened,0
Google,1802,7,Page Visited,0
Direct Traffic,1420,5,Page Visited,0
Direct Traffic,3591,17,Email Opened,0
Direct Traffic,3520,13,Other,0
Social Media,3311,15,Page Visited,0
Organic Search,2305,3,Other,0
Referral,1995,4,Form Submitted,1
Social Media,1967,15,Page Visited,0
Social Media,3714,18,Other,0
Organic Search,4035,3,Other,1
Social Media,4485,7,Form Submitted,1
Direct Traffic,4868,8,Other,1
Direct Traffic,3458,11,Email Opened,0
Google,393,9,Page Visited,0
Social Media,4778,12,Email Opened,0
Google,3730,5,Form Submitted,1
Referral,4365,1,Email Opened,0
Direct Traffic,4244,14,Other,0
Referral,4906,3,Form Submitted,0
Organic Search,27,15,Form Submitted,0
Direct Traffic,3491,10,Email Opened,0
Referral,4261,10,Form Submitted,1
Organic Search,1173,3,Email Opened,1
Referral,338,6,Email Opened,0
Organic Search,1068,5,Email Opened,1
Organic Search,841,19,Form Submitted,0
Direct Traffic,4284,14,Form Submitted,0
Google,4746,17,Page Visited,0
Organic Search,293,12,Email Opened,0
Organic Search,1857,9,Email Opened,0
Direct Traffic,1322,3,Email Opened,0
Google,1647,18,Email Opened,1
Social Media,4898,4,Email Opened,1
Social Media,3620,14,Email Opened,0
Google,4526,6,Email Opened,0
